"nba_year","nba_draft_Rk","nba_draft_Player","nba_draft_Pk","nba_draft_Tm","nba_draft_College","nba_draft_Yrs","nba_draft_ttl_G","nba_draft_ttl_MP","nba_draft_ttl_PTS","nba_draft_ttl_TRB","nba_draft_ttl_AST","nba_draft_FG","nba_draft__3P","nba_draft_FT","nba_draft_per_MP","nba_draft_per_PTS","nba_draft_per_TRB","nba_draft_per_AST","nba_draft_WS","nba_draft_WS48","nba_draft_BPM","nba_draft_VORP"
"1954","32","Ron Perry","32","BOS","Holy Cross","","","","","","","","","","","","","","","","",""
"1954","33","Don McLane","33","SYR","Duquesne","","","","","","","","","","","","","","","","",""
"1954","34","Art Spoelstra","34","ROC","Western Kentucky","4","278","5248","2012","1273","266",".391","",".693","18.9","7.2","4.6","1.0","8.6",".079","",""
"1954","35","Don Lange","35","NYK","United States Naval Academy","","","","","","","","","","","","","","","","",""
"1954","36","Gene Schwinger","36","MNL","Rice University","","","","","","","","","","","","","","","","",""
"1954","37","Lou Scott","37","BLB","Indiana","","","","","","","","","","","","","","","","",""
"1954","38","Paul Ebert","38","MLH","Ohio State","","","","","","","","","","","","","","","","",""
"1954","39","Rudy D'Emilio","39","PHW","Duke","","","","","","","","","","","","","","","","",""
"1954","40","Dutch Burch","40","FTW","Pitt","","","","","","","","","","","","","","","","",""
"1954","41","Troy Burris","41","BOS","West Texas A&M University","","","","","","","","","","","","","","","","",""
"1954","42","Paul Pottenburgh","42","SYR","Siena College","","","","","","","","","","","","","","","","",""
"1954","43","Bo Erias","43","ROC","Niagara University","1","18","401","148","83","26",".347","",".638","22.3","8.2","4.6","1.4","-0.1","-.018","",""
"1954","44","Jesse Priscock","44","NYK","Kansas State","","","","","","","","","","","","","","","","",""
"1954","45","Buzz Bennett","45","MNL","Minnesota","","","","","","","","","","","","","","","","",""
"1954","46","Bob Heim","46","BLB","Xavier","","","","","","","","","","","","","","","","",""
"1954","47","Bob Carney","47","MLH","Bradley","1","19","244","69","45","16",".375","",".525","12.8","3.6","2.4","0.8","0.3",".059","",""
"1954","48","Len Winogard","48","PHW","Brandeis University","","","","","","","","","","","","","","","","",""
"1954","49","Charles Kraak","49","FTW","Indiana","","","","","","","","","","","","","","","","",""
"1954","50","Otto Krieghauser","50","BOS","Washington University in Saint Louis","","","","","","","","","","","","","","","","",""
"1954","51","Norman Pott","51","SYR","Wheaton College","","","","","","","","","","","","","","","","",""
"1954","52","Red Davis","52","ROC","St. John's","1","3","16","2","4","1",".000","","1.000","5.3","0.7","1.3","0.3","-0.1","-.288","",""
"1954","53","Ron Rivers","53","NYK","Wyoming","","","","","","","","","","","","","","","","",""
"1954","54","Nick Revon","54","MNL","University of Southern Mississippi","","","","","","","","","","","","","","","","",""
"1954","55","Joe Pehanick","55","BLB","Seattle University","","","","","","","","","","","","","","","","",""
"1954","56","Alan Kelley","56","MLH","Kansas","","","","","","","","","","","","","","","","",""
"1954","57","Bob Brady","57","PHW","San Diego State","","","","","","","","","","","","","","","","",""
"1954","58","Bernie Janicki","58","FTW","Duke","","","","","","","","","","","","","","","","",""
"1954","59","Paul Estergaard","59","BOS","Bradley","","","","","","","","","","","","","","","","",""
"1954","60","Gus Levett","60","SYR","Franklin & Marshall College","","","","","","","","","","","","","","","","",""
"1954","61","Bill Hull","61","ROC","Utah State University","","","","","","","","","","","","","","","","",""
"1954","62","Solly Walker","62","NYK","St. John's","","","","","","","","","","","","","","","","",""
"1954","63","Dan Finch","63","MNL","Vanderbilt","","","","","","","","","","","","","","","","",""
"1954","64","Harry Brooks","64","BLB","Seton Hall","","","","","","","","","","","","","","","","",""
"1954","65","Dick Nunneley","65","MLH","Tulsa","","","","","","","","","","","","","","","","",""
"1954","66","Bob Hodges","66","PHW","East Carolina University","","","","","","","","","","","","","","","","",""
"1954","67","Don Bielke","67","FTW","Valparaiso","1","7","38","14","9","1",".556","",".571","5.4","2.0","1.3","0.1","0.2",".198","",""
"1954","68","Jim Young","68","BOS","Santa Clara","","","","","","","","","","","","","","","","",""
"1954","69","Mel Besdin","69","SYR","Syracuse","","","","","","","","","","","","","","","","",""
"1954","70","Paul Morrow","70","ROC","Wisconsin","","","","","","","","","","","","","","","","",""
"1954","71","Cob Jarvis","71","NYK","Mississippi State","","","","","","","","","","","","","","","","",""
"1954","72","Bob Hopkins","72","MNL","Point Loma Nazarene","","","","","","","","","","","","","","","","",""
"1954","73","Ron Goerrs","73","BLB","Concord University","","","","","","","","","","","","","","","","",""
"1954","74","Hal Cervini","74","MLH","Tulane","","","","","","","","","","","","","","","","",""
"1954","75","Vince Leta","75","PHW","Lycoming College","","","","","","","","","","","","","","","","",""
"1954","76","Joel Hittleman","76","FTW","Loyola College in Maryland","","","","","","","","","","","","","","","","",""
"1954","77","Fletcher Johnson","77","SYR","Duquesne","","","","","","","","","","","","","","","","",""
"1954","78","Roy Irvin","78","ROC","USC","","","","","","","","","","","","","","","","",""
"1954","79","Henry Duckham","79","NYK","Polytechnic University","","","","","","","","","","","","","","","","",""
"1954","80","Dick Garmaker","80","MNL","Minnesota","6","421","12155","5597","1748","1114",".403","",".787","28.9","13.3","4.2","2.6","25.6",".101","",""
"1954","81","Gary Shivers","81","BLB","Houston","","","","","","","","","","","","","","","","",""
"1954","82","Joe Bertrand","82","MLH","Notre Dame","","","","","","","","","","","","","","","","",""
"1954","83","Bill Sullivan","83","PHW","Notre Dame","","","","","","","","","","","","","","","","",""
"1954","84","Phil Larson","84","FTW","BYU","","","","","","","","","","","","","","","","",""
"1954","85","Tony Daukas","85","BOS","Boston College","","","","","","","","","","","","","","","","",""
"1954","86","Jack Davidson","86","SYR","UCLA","","","","","","","","","","","","","","","","",""
"1954","87","Ed Parchinski","87","ROC","Fordham","","","","","","","","","","","","","","","","",""
"1954","88","John Clune","88","NYK","United States Naval Academy","","","","","","","","","","","","","","","","",""
"1954","89","John Blever","89","MNL","Northwestern","","","","","","","","","","","","","","","","",""
"1954","90","Elliot Karver","90","BLB","George Washington","","","","","","","","","","","","","","","","",""
"1954","91","Jerry Domerschick","91","MLH","City College of New York","","","","","","","","","","","","","","","","",""
"1954","92","Frank O'Hara","92","PHW","La Salle","","","","","","","","","","","","","","","","",""
"1954","93","Forrest Jackson","93","FTW","Taylor University","","","","","","","","","","","","","","","","",""
"1954","94","Bill Johnson","94","BOS","Nebraska","","","","","","","","","","","","","","","","",""
"1954","95","Jim Paxson","95","ROC","Dayton","2","138","3069","1105","616","225",".323","",".727","22.2","8.0","4.5","1.6","2.8",".044","",""
"1954","96","Bob Walter","96","NYK","Oklahoma","","","","","","","","","","","","","","","","",""
"1954","97","Ron Weisner","97","MLH","Wisconsin","","","","","","","","","","","","","","","","",""
"1954","98","John Glinski","98","PHW","SUNY Cortland","","","","","","","","","","","","","","","","",""
"1954","99","Bill Stickel","99","NYK","Hastings College","","","","","","","","","","","","","","","","",""
"1954","100","John Holup","100","PHW","George Washington","","","","","","","","","","","","","","","","",""
"1955","1","Dick Garmaker","","MNL","Minnesota","6","421","12155","5597","1748","1114",".403","",".787","28.9","13.3","4.2","2.6","25.6",".101","",""
"1955","2","Tom Gola","","PHW","La Salle","10","698","22529","7871","5617","2962",".431","",".760","32.3","11.3","8.0","4.2","53.2",".113","",""
"1955","3","Dick Ricketts","1","STL","Duquesne","3","212","5677","1974","1337","447",".328","",".692","26.8","9.3","6.3","2.1","2.1",".018","",""
"1955","4","Maurice Stokes","2","ROC","Saint Francis University","3","202","7544","3315","3492","1062",".351","",".698","37.3","16.4","17.3","5.3","16.1",".102","",""
"1955","5","Jim Loscutoff","3","BOS","Oregon","9","511","9431","3156","2848","353",".345","",".653","18.5","6.2","5.6","0.7","3.4",".017","",""
"1955","6","Kenny Sears","4","NYK","Santa Clara","8","529","14923","7355","4142","843",".455","",".826","28.2","13.9","7.8","1.6","55.8",".179","",""
"1955","7","Ed Conlin","5","SYR","Fordham","7","486","11392","4891","2349","949",".370","",".750","23.4","10.1","4.8","2.0","14.2",".060","",""
"1955","8","Johnny Horan","6","FTW","Dayton","1","19","93","34","10","2",".286","",".909","4.9","1.8","0.5","0.1","-0.1","-.075","",""
"1955","9","Jack Stephens","7","STL","Notre Dame","1","72","2219","743","377","207",".386","",".692","30.8","10.3","5.2","2.9","4.8",".103","",""
"1955","10","Jack Twyman","8","ROC","Cincinnati","11","823","26147","15840","5424","1861",".450","",".778","31.8","19.2","6.6","2.3","75.0",".138","",""
"1955","11","Corky Devlin","9","PHW","George Washington","3","210","4025","1496","449","446",".366","",".742","19.2","7.1","2.1","2.1","3.8",".046","",""
"1955","12","Dick Hemric","10","BOS","Wake Forest","2","138","2384","863","703","102",".377","",".669","17.3","6.3","5.1","0.7","5.3",".106","",""
"1955","13","Jerry Mullen","11","NYK","San Francisco","","","","","","","","","","","","","","","","",""
"1955","14","Chuck Mencel","12","MNL","Minnesota","2","141","2821","983","347","333",".341","",".765","20.0","7.0","2.5","2.4","1.9",".033","",""
"1955","15","Jesse Arnelle","13","FTW","Penn State","1","31","409","147","170","18",".317","",".623","13.2","4.7","5.5","0.6","0.0","-.001","",""
"1955","16","Don Schlundt","14","SYR","Indiana","","","","","","","","","","","","","","","","",""
"1955","17","Al Ferrari","15","STL","Michigan State","6","371","7582","2525","830","943",".368","",".760","20.4","6.8","2.2","2.5","8.9",".056","",""
"1955","18","Ed Fleming","16","ROC","Niagara University","5","292","6186","2511","1532","544",".359","",".731","21.2","8.6","5.2","1.9","9.8",".076","",""
"1955","19","Bob Schafer","17","PHW","Villanova","2","65","745","273","82","68",".298","",".777","11.5","4.2","1.3","1.0","-0.7","-.048","",""
"1955","20","Buzz Wilkinson","18","BOS","Virginia","","","","","","","","","","","","","","","","",""
"1955","21","Guy Sparrow","19","NYK","Detroit Mercy","3","150","2583","1167","728","142",".358","",".608","17.2","7.8","4.9","0.9","0.1",".003","",""
"1955","22","Dick Boushka","20","MNL","Saint Louis","","","","","","","","","","","","","","","","",""
"1955","23","Jack Sallee","21","SYR","Dayton","","","","","","","","","","","","","","","","",""
"1955","24","Ron Bennink","22","FTW","Washington State","","","","","","","","","","","","","","","","",""
"1955","25","Burdette Haldorson","23","STL","Colorado","","","","","","","","","","","","","","","","",""
"1955","26","Bob McKeen","24","ROC","California","","","","","","","","","","","","","","","","",""
"1955","27","Ed Wiener","25","PHW","Tennessee","","","","","","","","","","","","","","","","",""
"1955","28","Bart Leach","26","BOS","Penn","","","","","","","","","","","","","","","","",""
"1955","29","Ed Cole","27","NYK","Creighton","","","","","","","","","","","","","","","","",""
"1955","30","John Miller","28","MNL","Ohio State","","","","","","","","","","","","","","","","",""
"1955","31","Dick Howard","29","FTW","Case Western Reserve University","","","","","","","","","","","","","","","","",""
"1955","32","Frank Ehmann","30","SYR","Northwestern","","","","","","","","","","","","","","","","",""
"1955","33","Bill Bagley","31","STL","Saint Mary's","","","","","","","","","","","","","","","","",""
"1955","34","Bill Evans","32","ROC","Kentucky","","","","","","","","","","","","","","","","",""
"1955","35","Jack Devine","33","PHW","Villanova","","","","","","","","","","","","","","","","",""
"1955","36","Bob Patterson","34","BOS","Tulsa","","","","","","","","","","","","","","","","",""
"1955","37","Denver Brackeen","35","NYK","Ole Miss","","","","","","","","","","","","","","","","",""
"1955","38","Bill Banks","36","MNL","Texas State University","","","","","","","","","","","","","","","","",""
"1955","39","Mal Duffy","37","SYR","St. Bonaventure","","","","","","","","","","","","","","","","",""
"1955","40","Cleo Littleton","38","FTW","Wichita State","","","","","","","","","","","","","","","","",""
"1955","41","John Mahoney","","BOS","William & Mary","","","","","","","","","","","","","","","","",""
"1955","42","Howard Sessums","","NYK","Mississippi College","","","","","","","","","","","","","","","","",""
"1955","43","George Swyers","","PHW","West Virginia Tech","","","","","","","","","","","","","","","","",""
"1955","44","John Moore","","BOS","UCLA","","","","","","","","","","","","","","","","",""
"1955","45","Jim Fay","","NYK","St. Ambrose University","","","","","","","","","","","","","","","","",""
"1955","46","Harry Silcox","","PHW","Temple","","","","","","","","","","","","","","","","",""
"1955","47","Dean Parsons","","BOS","Washington","","","","","","","","","","","","","","","","",""
"1955","48","Joe Beck","","NYK","Truman State University","","","","","","","","","","","","","","","","",""
"1955","49","Al Didriksen","","PHW","Temple","","","","","","","","","","","","","","","","",""
"1955","50","Nick Romanoff","","BOS","University of the Pacific","","","","","","","","","","","","","","","","",""
"1955","51","Don Payne","","NYK","Adelphi University","","","","","","","","","","","","","","","","",""
"1955","52","Lester Lane","","PHW","Oklahoma","","","","","","","","","","","","","","","","",""
"1955","53","Jim Ahearn","","BOS","UConn","","","","","","","","","","","","","","","","",""
"1955","54","Wally McCarvill","","NYK","Iona College","","","","","","","","","","","","","","","","",""
"1955","55","Jerry Koch","","PHW","Saint Louis","","","","","","","","","","","","","","","","",""
"1955","56","Carl Hartman","","BOS","Alderson-Broaddus College","","","","","","","","","","","","","","","","",""
"1955","57","Charles Stickels","","NYK","Hastings College","","","","","","","","","","","","","","","","",""
"1955","58","Mark Davis","","BOS","Marietta College","","","","","","","","","","","","","","","","",""
"1955","59","Mickey Harrington","","NYK","University of Southern Mississippi","","","","","","","","","","","","","","","","",""
"1955","60","Henry Dooley","","BOS","Wiley College","","","","","","","","","","","","","","","","",""
"1955","61","Bob Scuddelari","","BOS","Cooper Union","","","","","","","","","","","","","","","","",""
"1955","62","Don Belcher","","FTW","LSU","","","","","","","","","","","","","","","","",""
"1955","63","Tom Harrold","","FTW","Colorado","","","","","","","","","","","","","","","","",""
"1955","64","Happy Mahfouz","","FTW","Spring Hill College","","","","","","","","","","","","","","","","",""
"1955","65","Tom Mixon","","FTW","Mercer University","","","","","","","","","","","","","","","","",""
"1955","66","Tom Mock","","FTW","Colorado","","","","","","","","","","","","","","","","",""
"1955","67","Bob Reiter","","FTW","Missouri","","","","","","","","","","","","","","","","",""
"1955","68","Ray Warren","","FTW","TCU","","","","","","","","","","","","","","","","",""
"1955","69","Don Boldebuck","","MNL","Houston","","","","","","","","","","","","","","","","",""
"1955","70","Don Bragg","","MNL","UCLA","","","","","","","","","","","","","","","","",""
"1955","71","K.C. Jones","","MNL","San Francisco","9","676","17501","5011","2399","2908",".387","",".647","25.9","7.4","3.5","4.3","38.6",".106","",""
"1955","72","Jim Scott","","MNL","West Texas A&M University","","","","","","","","","","","","","","","","",""
"1955","73","Bill Warden","","MNL","North Central College","","","","","","","","","","","","","","","","",""
"1955","74","O'Neal Weaver","","MNL","Midwestern State University","","","","","","","","","","","","","","","","",""
"1955","75","Bob Armstrong","","ROC","Michigan State","1","19","110","28","39","3",".297","",".500","5.8","1.5","2.1","0.2","-0.1","-.063","",""
"1955","76","Harry Jorgensen","","ROC","Wyoming","","","","","","","","","","","","","","","","",""
"1955","77","Jerry Jung","","ROC","Kansas State","","","","","","","","","","","","","","","","",""
"1955","78","Jim McConnell","","ROC","Niagara University","","","","","","","","","","","","","","","","",""
"1955","79","John Prudhoe","","ROC","Louisville","","","","","","","","","","","","","","","","",""
"1955","80","Art Quimby","","ROC","UConn","","","","","","","","","","","","","","","","",""
"1955","81","Tony Vlastelica","","ROC","Oregon State","","","","","","","","","","","","","","","","",""
"1955","82","Harvey Babetch","","STL","Bradley","","","","","","","","","","","","","","","","",""
"1955","83","Dick Cable","","STL","Wisconsin","","","","","","","","","","","","","","","","",""
"1955","84","Lynn Cole","","STL","Creighton","","","","","","","","","","","","","","","","",""
"1955","85","Joe Fitt","","STL","University of Scranton","","","","","","","","","","","","","","","","",""
"1955","86","Charles Hoxie","","STL","Niagara University","","","","","","","","","","","","","","","","",""
"1955","87","Ed O'Connor","","STL","Manhattan College","","","","","","","","","","","","","","","","",""
"1955","88","Bill Reigel","","STL","McNeese State University","","","","","","","","","","","","","","","","",""
"1955","89","Dick Welsh","","STL","USC","","","","","","","","","","","","","","","","",""
"1955","90","Cliff Dwyer","","SYR","NC State","","","","","","","","","","","","","","","","",""
"1955","91","Ed Galvin","","SYR","Loyola University New Orleans","","","","","","","","","","","","","","","","",""
"1955","92","Stan Glowaski","","SYR","Seattle University","","","","","","","","","","","","","","","","",""
"1955","93","Russ Lawler","","SYR","Stanford","","","","","","","","","","","","","","","","",""
"1955","94","Marty Satalino","","SYR","St. John's","","","","","","","","","","","","","","","","",""
"1955","95","Ron Tomsic","","SYR","Stanford","","","","","","","","","","","","","","","","",""
"1956","1","Tom Heinsohn","","BOS","Holy Cross","9","654","19254","12194","5749","1318",".405","",".790","29.4","18.6","8.8","2.0","60.0",".150","",""
"1956","2","Si Green","1","ROC","Duquesne","9","504","13132","4636","2152","1655",".387","",".676","26.1","9.2","4.3","3.3","10.0",".037","",""
"1956","3","Bill Russell","2","STL","San Francisco","13","963","40726","14522","21620","4100",".440","",".561","42.3","15.1","22.5","4.3","163.5",".193","",""
"1956","4","Jim Paxson","3","MNL","Dayton","2","138","3069","1105","616","225",".323","",".727","22.2","8.0","4.5","1.6","2.8",".044","",""
"1956","5","Ron Shavlik","4","NYK","NC State","2","8","74","10","23","0",".174","",".400","9.3","1.3","2.9","0.0","-0.3","-.189","",""
"1956","6","Joe Holup","5","SYR","George Washington","3","192","3526","1347","852","193",".342","",".781","18.4","7.0","4.4","1.0","4.2",".058","",""
"1956","7","Ron Sobie","6","FTW","DePaul","4","192","3868","1619","791","353",".379","",".808","20.1","8.4","4.1","1.8","7.2",".089","",""
"1956","8","Hal Lear","7","PHW","Temple","1","3","14","4","1","1",".333","","","4.7","1.3","0.3","0.3","0.0","-.085","",""
"1956","9","K.C. Jones","","BOS","San Francisco","9","676","17501","5011","2399","2908",".387","",".647","25.9","7.4","3.5","4.3","38.6",".106","",""
"1956","10","George Linn","","BOS","Alabama","","","","","","","","","","","","","","","","",""
"1956","11","Dan Swartz","","BOS","Morehead State University","1","39","335","175","88","21",".380","",".847","8.6","4.5","2.3","0.5","1.0",".143","",""
"1956","12","Bill Logan","","BOS","Iowa","","","","","","","","","","","","","","","","",""
"1956","13","Don Boldebuck","","BOS","Houston","","","","","","","","","","","","","","","","",""
"1956","14","O'Neal Weaver","","BOS","Midwestern State University","","","","","","","","","","","","","","","","",""
"1956","15","Vic Molodet","","BOS","NC State","","","","","","","","","","","","","","","","",""
"1956","16","Jim Houston","","BOS","Brandeis University","","","","","","","","","","","","","","","","",""
"1956","17","Theophileus Lloyd","","BOS","Maryland","","","","","","","","","","","","","","","","",""
"1956","18","Bruce Harris","","FTW","Tennessee Technological University","","","","","","","","","","","","","","","","",""
"1956","19","Bob Kessler","","FTW","Maryland","","","","","","","","","","","","","","","","",""
"1956","20","Joe Lieber","","FTW","Holy Cross","","","","","","","","","","","","","","","","",""
"1956","21","John Schlimm","","FTW","John Carroll University","","","","","","","","","","","","","","","","",""
"1956","22","Charles Slack","","FTW","Marshall","","","","","","","","","","","","","","","","",""
"1956","23","Bill Thieben","","FTW","Hofstra","2","85","876","337","272","24",".331","",".640","10.3","4.0","3.2","0.3","-0.5","-.026","",""
"1956","24","Lloyd Aubrey","","MNL","Notre Dame","","","","","","","","","","","","","","","","",""
"1956","25","John Barber","","MNL","California State University, Los Angeles","1","5","19","7","6","0",".250","",".500","3.8","1.4","1.2","0.0","0.0","-.108","",""
"1956","26","Elgin Baylor","","MNL","Seattle University","14","846","33863","23149","11463","3650",".431","",".780","40.0","27.4","13.5","4.3","104.2",".148","",""
"1956","27","Jerry Bird","","MNL","Kentucky","1","11","45","25","12","4",".375","","1.000","4.1","2.3","1.1","0.4","0.0","-.043","",""
"1956","28","Phil Grawmeyer","","MNL","Kentucky","","","","","","","","","","","","","","","","",""
"1956","29","Robert Hodgson","","MNL","Wichita State","","","","","","","","","","","","","","","","",""
"1956","30","Sam Jones","","MNL","NC Central","12","871","24285","15411","4305","2209",".456","",".803","27.9","17.7","4.9","2.5","92.3",".182","",""
"1956","31","Phil Jordon","","MNL","Whitworth","7","442","10792","4833","3028","769",".398","",".694","24.4","10.9","6.9","1.7","9.9",".044","",""
"1956","32","John Patzwald","","MNL","Gustavus Adolphus","","","","","","","","","","","","","","","","",""
"1956","33","Terry Rand","","MNL","Marquette","","","","","","","","","","","","","","","","",""
"1956","34","Bill Reigel","","MNL","McNeese State University","","","","","","","","","","","","","","","","",""
"1956","35","Jim Springer","","MNL","Gustavus Adolphus","","","","","","","","","","","","","","","","",""
"1956","36","Carl Widseth","","MNL","Tennessee","","","","","","","","","","","","","","","","",""
"1956","37","Jack Adams","","NYK","Eastern Kentucky University","","","","","","","","","","","","","","","","",""
"1956","38","Gary Bergen","","NYK","Utah","1","6","40","8","8","1",".273","","1.000","6.7","1.3","1.3","0.2","0.0","-.044","",""
"1956","39","Art Bunte","","NYK","Utah","","","","","","","","","","","","","","","","",""
"1956","40","Howard Crittendon","","NYK","Murray State","","","","","","","","","","","","","","","","",""
"1956","41","Pat Dunn","","NYK","Utah State University","1","28","206","70","31","28",".311","",".824","7.4","2.5","1.1","1.0","-0.1","-.013","",""
"1956","42","Jerry Harper","","NYK","Alabama","","","","","","","","","","","","","","","","",""
"1956","43","Ronnie Mayer","","NYK","Duke","","","","","","","","","","","","","","","","",""
"1956","44","Dick Miani","","NYK","Miami (FL)","","","","","","","","","","","","","","","","",""
"1956","45","Dick Miller","","NYK","Wisconsin","","","","","","","","","","","","","","","","",""
"1956","46","Ed Petrie","","NYK","Seton Hall","","","","","","","","","","","","","","","","",""
"1956","47","Tony Roybal","","NYK","New Mexico","","","","","","","","","","","","","","","","",""
"1956","48","Joe Sexton","","NYK","Purdue","","","","","","","","","","","","","","","","",""
"1956","49","Max Anderson","","PHW","Oregon","","","","","","","","","","","","","","","","",""
"1956","50","Joe Belmont","","PHW","Duke","","","","","","","","","","","","","","","","",""
"1956","51","Ronald Clark","","PHW","Springfield College","","","","","","","","","","","","","","","","",""
"1956","52","John Fannon","","PHW","Notre Dame","","","","","","","","","","","","","","","","",""
"1956","53","Bevo Francis","","PHW","University of Rio Grande","","","","","","","","","","","","","","","","",""
"1956","54","Phil Rollins","","PHW","Louisville","3","177","2742","898","395","458",".385","",".649","15.5","5.1","2.2","2.6","1.9",".033","",""
"1956","55","Phil Wheeler","","PHW","Cincinnati","","","","","","","","","","","","","","","","",""
"1956","56","Mickey Winograd","","PHW","Duquesne","","","","","","","","","","","","","","","","",""
"1956","57","Bob Burrow","","ROC","Kentucky","2","81","1199","459","357","47",".365","",".578","14.8","5.7","4.4","0.6","1.9",".077","",""
"1956","58","Carl Cain","","ROC","Iowa","","","","","","","","","","","","","","","","",""
"1956","59","Gene Carpenter","","ROC","Texas Tech","","","","","","","","","","","","","","","","",""
"1956","60","Clayton Carter","","ROC","Oklahoma State","","","","","","","","","","","","","","","","",""
"1956","61","Dan Mannix","","ROC","St. Francis College","","","","","","","","","","","","","","","","",""
"1956","62","Johnny McCarthy","","ROC","Canisius","6","316","8828","2450","1145","1184",".353","",".622","27.9","7.8","3.6","3.7","4.7",".026","",""
"1956","63","Jerry Moreman","","ROC","Louisville","","","","","","","","","","","","","","","","",""
"1956","64","Dave Piontek","","ROC","Xavier","7","413","7623","2955","1770","478",".391","",".652","18.5","7.2","4.3","1.2","7.0",".044","",""
"1956","65","Kevin Thomas","","ROC","Boston University","","","","","","","","","","","","","","","","",""
"1956","66","Bill Uhl","","ROC","Dayton","","","","","","","","","","","","","","","","",""
"1956","67","Wally Choice","","STL","Indiana","","","","","","","","","","","","","","","","",""
"1956","68","Darrell Floyd","","STL","Furman University","","","","","","","","","","","","","","","","",""
"1956","69","Robin Freeman","","STL","Ohio State","","","","","","","","","","","","","","","","",""
"1956","70","Arthur Helms","","STL","Houston","","","","","","","","","","","","","","","","",""
"1956","71","Ed Huse","","STL","Wyoming","","","","","","","","","","","","","","","","",""
"1956","72","Julius McCoy","","STL","Michigan State","","","","","","","","","","","","","","","","",""
"1956","73","Junior Morgan","","STL","Duke","","","","","","","","","","","","","","","","",""
"1956","74","Willie Naulls","","STL","UCLA","10","716","20620","11305","6508","1114",".406","",".812","28.8","15.8","9.1","1.6","34.3",".080","",""
"1956","75","Hershel Pederson","","STL","BYU","","","","","","","","","","","","","","","","",""
"1956","76","Dave Plunkett","","STL","Cincinnati","","","","","","","","","","","","","","","","",""
"1956","77","Jim Reed","","STL","Texas Tech","","","","","","","","","","","","","","","","",""
"1956","78","Norm Stewart","","STL","Missouri","1","5","37","10","5","2",".267","",".333","7.4","2.0","1.0","0.4","-0.1","-.157","",""
"1956","79","Morris Taft","","STL","UCLA","","","","","","","","","","","","","","","","",""
"1956","80","Forest Able","","SYR","Western Kentucky","1","1","1","0","1","1",".000","","","1.0","0.0","1.0","1.0","0.0","-2.062","",""
"1956","81","Willie Bergines","","SYR","West Virginia","","","","","","","","","","","","","","","","",""
"1956","82","Milt Graham","","SYR","Colgate","","","","","","","","","","","","","","","","",""
"1956","83","Swede Halbrook","","SYR","Oregon State","2","143","2039","786","949","64",".347","",".591","14.3","5.5","6.6","0.4","0.3",".007","",""
"1956","84","Bob Hopkins","","SYR","Grambling State University","4","273","5122","2237","1526","189",".394","",".761","18.8","8.2","5.6","0.7","9.5",".089","",""
"1956","85","Paul Judson","","SYR","Illinois","","","","","","","","","","","","","","","","",""
"1956","86","Dick Julio","","SYR","University of Massachusetts Dartmouth","","","","","","","","","","","","","","","","",""
"1956","87","Dick Kenyon","","SYR","LeMoyne College","","","","","","","","","","","","","","","","",""
"1956","88","Jim McLaughlin","","SYR","Saint Louis","","","","","","","","","","","","","","","","",""
"1956","89","Jim Ray","","SYR","Toledo","2","8","64","9","5","5",".176","",".600","8.0","1.1","0.6","0.6","-0.2","-.115","",""
"1956","90","Jess Roh","","SYR","Idaho State University","","","","","","","","","","","","","","","","",""
"1956","91","Chuck Rolles","","SYR","Cornell","","","","","","","","","","","","","","","","",""
"1956","92","Chester Webb","","SYR","Georgia Southern University","","","","","","","","","","","","","","","","",""
"1957","1","Hot Rod Hundley","1","CIN","West Virginia","6","431","9553","3625","1420","1455",".347","",".721","22.2","8.4","3.3","3.4","4.3",".022","",""
"1957","2","Charlie Tyra","2","DET","Louisville","5","348","7811","3091","2567","315",".387","",".672","22.4","8.9","7.4","0.9","5.0",".031","",""
"1957","3","Jim Krebs","3","MNL","SMU","7","515","10661","4128","3177","429",".405","",".755","20.7","8.0","6.2","0.8","12.4",".056","",""
"1957","4","Win Wilfong","4","STL","Memphis","4","268","4810","1826","910","565",".361","",".744","17.9","6.8","3.4","2.1","2.7",".027","",""
"1957","5","Brendan McCann","5","NYK","St. Bonaventure","3","41","331","74","50","65",".204","",".700","8.1","1.8","1.2","1.6","-0.6","-.085","",""
"1957","6","Lennie Rosenbluth","6","PHW","UNC","2","82","578","342","145","29",".327","",".655","7.0","4.2","1.8","0.4","-0.7","-.057","",""
"1957","7","George Bon Salle","7","SYR","Illinois","1","3","9","4","2","0",".250","","","3.0","1.3","0.7","0.0","-0.1","-.429","",""
"1957","8","Sam Jones","8","BOS","NC Central","12","871","24285","15411","4305","2209",".456","",".803","27.9","17.7","4.9","2.5","92.3",".182","",""
"1957","9","Dick Duckett","9","CIN","St. John's","1","34","424","132","56","47",".342","",".889","12.5","3.9","1.6","1.4","0.2",".025","",""
"1957","10","Bob McCoy","10","DET","Grambling State University","","","","","","","","","","","","","","","","",""
"1957","11","Harvey Schmidt","11","MNL","Illinois","","","","","","","","","","","","","","","","",""
"1957","12","Jim Palmer","12","STL","Dayton","3","196","3794","1595","1040","165",".413","",".703","19.4","8.1","5.3","0.8","4.5",".057","",""
"1957","13","Larry Friend","13","NYK","California","1","44","569","175","106","47",".327","",".659","12.9","4.0","2.4","1.1","-0.4","-.033","",""
"1957","14","Jack Sullivan","14","PHW","Mount St. Mary's University","","","","","","","","","","","","","","","","",""
"1957","15","Jim Morgan","15","SYR","Louisville","","","","","","","","","","","","","","","","",""
